eterna,,,37,112,108,108,65,17,,17,Langarm,COMFORT FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden
eterna,,,37,100,92,80,67,"16,2",,"16,2",Langarm,SLIM-FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=slim&size[]=37&sleeve_length[]=Normal+%2865cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=slim&size[]=37&sleeve_length[]=Normal+%2865cm%29
eterna,Verkürzter Arm,,37,110,102,80,59,"16,2",,"16,2",Langarm,MODERN FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=54&size[]=37&sleeve_length[]=Verk%C3%BCrzt+%2859cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=54&size[]=37&sleeve_length[]=Verk%C3%BCrzt+%2859cm%29
eterna,,,37,110,102,80,65,"16,2",,"16,2",Langarm,MODERN FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=37&sleeve_length[]=Normal+%2865cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=37&sleeve_length[]=Normal+%2865cm%29
eterna,Super langer Arm (72 cm),,37,112,108,90,72,17,,17,Langarm,COMFORT FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=37&sleeve_length[]=Super+lang+%2872cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=37&sleeve_length[]=Super+lang+%2872cm%29
eterna,Super langer Arm (72 cm),,37,110,102,90,72,"16,2",,"16,2",Langarm,MODERN FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=37&sleeve_length[]=Super+lang+%2872cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=37&sleeve_length[]=Super+lang+%2872cm%29
eterna,Langer Arm (68 cm),,37,112,108,85,68,17,,17,Langarm,COMFORT FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=37&sleeve_length[]=Extra+lang+%2868cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=37&sleeve_length[]=Extra+lang+%2868cm%29
eterna,Langer Arm (68 cm),,37,110,102,85,68,"16,2",,"16,2",Langarm,MODERN FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=37&sleeve_length[]=Extra+lang+%2868cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=37&sleeve_length[]=Extra+lang+%2868cm%29
eterna,Verkürzter Arm (59 cm),,37,112,108,80,59,17,,17,Langarm,COMFORT FIT,,,,,,,http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=37&sleeve_length[]=Verk%C3%BCrzt+%2859cm%29,http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=37&sleeve_length[]=Verk%C3%BCrzt+%2859cm%29
eterna,,,37,112,108,108,28,17,,17,Halbarm,COMFORT FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=37&sleeve_length[]=Halbarm&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=37&sleeve_length[]=Halbarm
eterna,,,37,100,92,80,24,"16,2",,"16,2",Halbarm,SLIM-FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=slim&size[]=37&sleeve_length[]=Halbarm&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=slim&size[]=37&sleeve_length[]=Halbarm
eterna,,,38,100,92,80,67,"16,2",,"16,2",Langarm,SLIM-FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=slim&size[]=38&sleeve_length[]=Normal+%2865cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=slim&size[]=38&sleeve_length[]=Normal+%2865cm%29
eterna,,,38,110,102,80,65,"16,2",,"16,2",Langarm,MODERN FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=37&size[]=38&sleeve_length[]=Normal+%2865cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=37&size[]=38&sleeve_length[]=Normal+%2865cm%29
eterna,,,38,112,108,102,65,17,,"16,2",Langarm,COMFORT FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=37&size[]=38&sleeve_length[]=Normal+%2865cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=37&size[]=38&sleeve_length[]=Normal+%2865cm%29
eterna,Super langer Arm (72 cm),,38,112,108,90,72,17,,17,Langarm,COMFORT FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=38&sleeve_length[]=Super+lang+%2872cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=38&sleeve_length[]=Super+lang+%2872cm%29
eterna,Super langer Arm (72 cm),,38,110,102,90,72,"16,2",,17,Langarm,MODERN FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=38&sleeve_length[]=Super+lang+%2872cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=38&sleeve_length[]=Super+lang+%2872cm%29
eterna,Langer Arm (68 cm),,38,112,108,85,68,17,,"16,2",Langarm,COMFORT FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=38&sleeve_length[]=Extra+lang+%2868cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=38&sleeve_length[]=Extra+lang+%2868cm%29
eterna,Langer Arm (68 cm),,38,110,102,85,68,"16,2",,17,Langarm,MODERN FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=38&sleeve_length[]=Extra+lang+%2868cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=modern&size[]=38&sleeve_length[]=Extra+lang+%2868cm%29
eterna,Verkürzter Arm (59 cm),,38,112,108,80,59,17,,"16,2",Langarm,COMFORT FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=38&sleeve_length[]=Verk%C3%BCrzt+%2859cm%29&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=38&sleeve_length[]=Verk%C3%BCrzt+%2859cm%29
eterna,,,38,112,108,108,28,17,,17,Halbarm,COMFORT FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=38&sleeve_length[]=Halbarm&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=comfort&size[]=38&sleeve_length[]=Halbarm
eterna,,,38,100,92,80,24,"16,2",,17,Halbarm,SLIM-FIT,,,,,,,http://ad.zanox.com/ppc/?26792942C234781948&ULP=[[http://www.eterna.de/de-de/herren/hemden?brand[]=slim&size[]=38&sleeve_length[]=Halbarm&sxx_name=Partner_zanox&sxx_password=E7op95Nc&sxx_action=getitems&sxx_data[partner]=zanox_de_neu]],http://www.eterna.de/de-de/herren/hemden?brand[]=slim&size[]=38&sleeve_length[]=Halbarm
